item_id,cleanout_bag_id,category,donor_state,weight_grams,disposition,timestamp,evidence_id
TB-2296,TU-BAG-10468,Outerwear,FL,1014,LISTED_RESALE,2026-09-03T03:10:00.000Z,RS-21596
TB-2297,TU-BAG-10469,Accessories,GA,109,REPAIRED,2026-09-03T03:12:00.000Z,RP-21597
TB-2298,TU-BAG-10469,Knitwear,IL,,LISTED_RESALE,2026-09-03T03:14:00.000Z,RS-21598
TB-2299,TU-BAG-10470,Tops,CA,187,REPAIRED,2026-09-03T03:16:00.000Z,RP-21599
TB-2300,TU-BAG-10470,Outerwear,CA,745,REPAIRED,2026-09-03T03:18:00.000Z,RP-21600
TB-2301,TU-BAG-10471,Tops,TX,157,DOWN_CYCLED_SHRED,2026-09-03T03:20:00.000Z,
TB-2302,TU-BAG-10471,Tops,CA,214,DOWN_CYCLED_SHRED,2026-09-03T03:22:00.000Z,
TB-2303,TU-BAG-10472,Tops,,,REPAIRED,2026-09-03T03:24:00.000Z,RP-21603
TB-2304,TU-BAG-10472,Outerwear,CA,852,REPAIRED,2026-09-03T03:26:00.000Z,RP-21604
TB-2305,TU-BAG-10473,Tops,NV,165,UNVERIFIED_EXPORT,2026-09-03T03:28:00.000Z,
TB-2306,TU-BAG-10473,Accessories,CA,,LISTED_RESALE,2026-09-03T03:30:00.000Z,RS-21606
TB-2307,TU-BAG-10474,Denim,CA,610,LISTED_RESALE,2026-09-03T03:32:00.000Z,RS-21607
TB-2308,TU-BAG-10474,Accessories,CA,106,LANDFILL,2026-09-03T03:34:00.000Z,
TB-2309,TU-BAG-10475,Denim,CA,,REPAIRED,2026-09-03T03:36:00.000Z,RP-21609
TB-2310,TU-BAG-10475,Accessories,CA,,REPAIRED,2026-09-03T03:38:00.000Z,RP-21610
TB-2311,TU-BAG-10476,Denim,CA,655,UNVERIFIED_EXPORT,2026-09-03T03:40:00.000Z,
TB-2312,TU-BAG-10476,Tops,CO,,LISTED_RESALE,2026-09-03T03:42:00.000Z,RS-21612
TB-2313,TU-BAG-10477,Denim,CA,,REPAIRED,2026-09-03T03:44:00.000Z,RP-21613
TB-2314,TU-BAG-10477,Accessories,FL,,LISTED_RESALE,2026-09-03T03:46:00.000Z,RS-21614
TB-2315,TU-BAG-10478,Knitwear,CO,337,LISTED_RESALE,2026-09-03T03:48:00.000Z,RS-21615
TB-2316,TU-BAG-10478,Accessories,CA,,REPAIRED,2026-09-03T03:50:00.000Z,RP-21616
TB-2317,TU-BAG-10479,Tops,WA,150,LISTED_RESALE,2026-09-03T03:52:00.000Z,RS-21617
TB-2318,TU-BAG-10479,Accessories,CA,119,REPAIRED,2026-09-03T03:54:00.000Z,RP-21618
TB-2319,TU-BAG-10480,Accessories,CA,141,REPAIRED,2026-09-03T03:56:00.000Z,RP-21619
TB-2320,TU-BAG-10480,Knitwear,CA,357,LISTED_RESALE,2026-09-03T03:58:00.000Z,RS-21620
TB-2321,TU-BAG-10481,Tops,CA,167,REPAIRED,2026-09-03T04:00:00.000Z,RP-21621
TB-2322,TU-BAG-10481,Outerwear,CA,1034,REPAIRED,2026-09-03T04:02:00.000Z,RP-21622
TB-2323,TU-BAG-10482,Accessories,CA,141,LISTED_RESALE,2026-09-03T04:04:00.000Z,RS-21623
TB-2324,TU-BAG-10482,Accessories,CA,131,UNVERIFIED_EXPORT,2026-09-03T04:06:00.000Z,
TB-2325,TU-BAG-10483,Outerwear,IL,1039,LISTED_RESALE,2026-09-03T04:08:00.000Z,RS-21625
TB-2326,TU-BAG-10483,Tops,IL,,UNVERIFIED_EXPORT,2026-09-03T04:10:00.000Z,
TB-2327,TU-BAG-10484,Accessories,CA,141,LISTED_RESALE,2026-09-03T04:12:00.000Z,RS-21627
TB-2328,TU-BAG-10484,Outerwear,TX,1058,LISTED_RESALE,2026-09-03T04:14:00.000Z,RS-21628
TB-2329,TU-BAG-10485,Outerwear,GA,821,UNVERIFIED_EXPORT,2026-09-03T04:16:00.000Z,
TB-2330,TU-BAG-10485,Denim,,721,REPAIRED,2026-09-03T04:18:00.000Z,RP-21630
TB-2331,TU-BAG-10486,Tops,CA,191,LISTED_RESALE,2026-09-03T04:20:00.000Z,RS-21631
TB-2332,TU-BAG-10486,Tops,CA,148,REPAIRED,2026-09-03T04:22:00.000Z,RP-21632
TB-2333,TU-BAG-10487,Denim,CA,592,REPAIRED,2026-09-03T04:24:00.000Z,RP-21633
TB-2334,TU-BAG-10487,Outerwear,NY,921,REPAIRED,2026-09-03T04:26:00.000Z,RP-21634
TB-2335,TU-BAG-10488,Knitwear,,334,REPAIRED,2026-09-03T04:28:00.000Z,RP-21635
TB-2336,TU-BAG-10488,Outerwear,CA,,LISTED_RESALE,2026-09-03T04:30:00.000Z,RS-21636
TB-2337,TU-BAG-10489,Tops,CA,183,LISTED_RESALE,2026-09-03T04:32:00.000Z,RS-21637
TB-2338,TU-BAG-10489,Tops,NV,171,LISTED_RESALE,2026-09-03T04:34:00.000Z,RS-21638
TB-2339,TU-BAG-10490,Knitwear,,406,LISTED_RESALE,2026-09-03T04:36:00.000Z,RS-21639
TB-2340,TU-BAG-10490,Outerwear,FL,788,DOWN_CYCLED_SHRED,2026-09-03T04:38:00.000Z,
TB-2341,TU-BAG-10491,Outerwear,CA,920,LISTED_RESALE,2026-09-03T04:40:00.000Z,RS-21641
TB-2342,TU-BAG-10491,Knitwear,OR,374,REPAIRED,2026-09-03T04:42:00.000Z,RP-21642
TB-2343,TU-BAG-10492,Knitwear,GA,319,REPAIRED,2026-09-03T04:44:00.000Z,RP-21643
TB-2344,TU-BAG-10492,Tops,CA,201,LISTED_RESALE,2026-09-03T04:46:00.000Z,RS-21644
TB-2345,TU-BAG-10493,Accessories,CA,139,REPAIRED,2026-09-03T04:48:00.000Z,RP-21645
TB-2346,TU-BAG-10493,Accessories,,107,LISTED_RESALE,2026-09-03T04:50:00.000Z,RS-21646
TB-2347,TU-BAG-10494,Knitwear,,,LISTED_RESALE,2026-09-03T04:52:00.000Z,RS-21647
TB-2348,TU-BAG-10494,Denim,CA,549,REPAIRED,2026-09-03T04:54:00.000Z,RP-21648
TB-2349,TU-BAG-10495,Outerwear,CA,847,LANDFILL,2026-09-03T04:56:00.000Z,
TB-2350,TU-BAG-10495,Outerwear,GA,971,LISTED_RESALE,2026-09-03T04:58:00.000Z,RS-21650
TB-2351,TU-BAG-10496,Denim,CA,,UNVERIFIED_EXPORT,2026-09-03T05:00:00.000Z,
TB-2352,TU-BAG-10496,Accessories,GA,,UNVERIFIED_EXPORT,2026-09-03T05:02:00.000Z,
TB-2353,TU-BAG-10497,Denim,NV,669,REPAIRED,2026-09-03T05:04:00.000Z,RP-21653
TB-2354,TU-BAG-10497,Denim,CA,653,UNVERIFIED_EXPORT,2026-09-03T05:06:00.000Z,
TB-2355,TU-BAG-10498,Denim,CA,673,LISTED_RESALE,2026-09-03T05:08:00.000Z,RS-21655
TB-2356,TU-BAG-10498,Accessories,CA,123,REPAIRED,2026-09-03T05:10:00.000Z,RP-21656
TB-2357,TU-BAG-10499,Knitwear,CA,332,REPAIRED,2026-09-03T05:12:00.000Z,RP-21657
TB-2358,TU-BAG-10499,Tops,CA,196,LISTED_RESALE,2026-09-03T05:14:00.000Z,RS-21658
TB-2359,TU-BAG-10500,Denim,CA,717,LISTED_RESALE,2026-09-03T05:16:00.000Z,RS-21659
TB-2360,TU-BAG-10500,Outerwear,WA,862,LISTED_RESALE,2026-09-03T05:18:00.000Z,RS-21660
TB-2361,TU-BAG-10501,Accessories,CA,104,LISTED_RESALE,2026-09-03T05:20:00.000Z,RS-21661
TB-2362,TU-BAG-10501,Accessories,CA,,LISTED_RESALE,2026-09-03T05:22:00.000Z,RS-21662
TB-2363,TU-BAG-10502,Knitwear,NY,371,LISTED_RESALE,2026-09-03T05:24:00.000Z,RS-21663
TB-2364,TU-BAG-10502,Tops,CA,,REPAIRED,2026-09-03T05:26:00.000Z,RP-21664
TB-2365,TU-BAG-10503,Knitwear,,373,REPAIRED,2026-09-03T05:28:00.000Z,RP-21665
TB-2366,TU-BAG-10503,Outerwear,CA,873,LISTED_RESALE,2026-09-03T05:30:00.000Z,RS-21666
TB-2367,TU-BAG-10504,Knitwear,CA,404,REPAIRED,2026-09-03T05:32:00.000Z,RP-21667
TB-2368,TU-BAG-10504,Outerwear,WA,740,REPAIRED,2026-09-03T05:34:00.000Z,RP-21668
TB-2369,TU-BAG-10505,Accessories,CO,127,REPAIRED,2026-09-03T05:36:00.000Z,RP-21669
TB-2370,TU-BAG-10505,Knitwear,,326,LISTED_RESALE,2026-09-03T05:38:00.000Z,RS-21670
TB-2371,TU-BAG-10506,Accessories,CA,119,REPAIRED,2026-09-03T05:40:00.000Z,RP-21671
TB-2372,TU-BAG-10506,Knitwear,,,REPAIRED,2026-09-03T05:42:00.000Z,RP-21672
TB-2373,TU-BAG-10507,Outerwear,CA,895,REPAIRED,2026-09-03T05:44:00.000Z,RP-21673
TB-2374,TU-BAG-10507,Accessories,CA,,UNVERIFIED_EXPORT,2026-09-03T05:46:00.000Z,
TB-2375,TU-BAG-10508,Accessories,CA,,REPAIRED,2026-09-03T05:48:00.000Z,RP-21675
TB-2376,TU-BAG-10508,Denim,WA,620,REPAIRED,2026-09-03T05:50:00.000Z,RP-21676
TB-2377,TU-BAG-10509,Accessories,CA,134,LISTED_RESALE,2026-09-03T05:52:00.000Z,RS-21677
TB-2378,TU-BAG-10509,Accessories,GA,102,REPAIRED,2026-09-03T05:54:00.000Z,RP-21678
TB-2379,TU-BAG-10510,Denim,CA,,REPAIRED,2026-09-03T05:56:00.000Z,RP-21679
TB-2380,TU-BAG-10510,Knitwear,CA,,LISTED_RESALE,2026-09-03T05:58:00.000Z,RS-21680
TB-2381,TU-BAG-10511,Knitwear,CA,294,REPAIRED,2026-09-03T06:00:00.000Z,RP-21681
TB-2382,TU-BAG-10511,Denim,FL,584,REPAIRED,2026-09-03T06:02:00.000Z,RP-21682
TB-2383,TU-BAG-10512,Tops,,204,LISTED_RESALE,2026-09-03T06:04:00.000Z,RS-21683
TB-2384,TU-BAG-10512,Accessories,,99,REPAIRED,2026-09-03T06:06:00.000Z,RP-21684
TB-2385,TU-BAG-10513,Tops,CA,172,LISTED_RESALE,2026-09-03T06:08:00.000Z,RS-21685
TB-2386,TU-BAG-10513,Tops,TX,,LISTED_RESALE,2026-09-03T06:10:00.000Z,RS-21686
TB-2387,TU-BAG-10514,Outerwear,,765,REPAIRED,2026-09-03T06:12:00.000Z,RP-21687
TB-2388,TU-BAG-10514,Accessories,CA,,REPAIRED,2026-09-03T06:14:00.000Z,RP-21688
TB-2389,TU-BAG-10515,Knitwear,CA,293,REPAIRED,2026-09-03T06:16:00.000Z,RP-21689
TB-2390,TU-BAG-10515,Denim,CA,570,UNVERIFIED_EXPORT,2026-09-03T06:18:00.000Z,
TB-2391,TU-BAG-10516,Tops,CA,145,LISTED_RESALE,2026-09-03T06:20:00.000Z,RS-21691
TB-2392,TU-BAG-10516,Knitwear,CA,403,LISTED_RESALE,2026-09-03T06:22:00.000Z,RS-21692
TB-2393,TU-BAG-10517,Accessories,OR,114,LISTED_RESALE,2026-09-03T06:24:00.000Z,RS-21693
TB-2394,TU-BAG-10517,Denim,CA,584,LISTED_RESALE,2026-09-03T06:26:00.000Z,RS-21694
TB-2395,TU-BAG-10518,Outerwear,CA,846,DOWN_CYCLED_SHRED,2026-09-03T06:28:00.000Z,
TB-2396,TU-BAG-10518,Accessories,CA,106,DOWN_CYCLED_SHRED,2026-09-03T06:30:00.000Z,
TB-2397,TU-BAG-10519,Knitwear,GA,280,REPAIRED,2026-09-03T06:32:00.000Z,RP-21697
TB-2398,TU-BAG-10519,Denim,CA,779,LISTED_RESALE,2026-09-03T06:34:00.000Z,RS-21698
TB-2399,TU-BAG-10520,Accessories,CA,,REPAIRED,2026-09-03T06:36:00.000Z,RP-21699
TB-2400,TU-BAG-10520,Tops,,195,LISTED_RESALE,2026-09-03T06:38:00.000Z,RS-21700
TB-2401,TU-BAG-10521,Accessories,OR,,LISTED_RESALE,2026-09-03T06:40:00.000Z,RS-21701
TB-2402,TU-BAG-10521,Denim,CO,,REPAIRED,2026-09-03T06:42:00.000Z,RP-21702
TB-2403,TU-BAG-10522,Denim,CA,600,LANDFILL,2026-09-03T06:44:00.000Z,
TB-2404,TU-BAG-10522,Outerwear,WA,866,LISTED_RESALE,2026-09-03T06:46:00.000Z,RS-21704
TB-2405,TU-BAG-10523,Knitwear,CA,417,LANDFILL,2026-09-03T06:48:00.000Z,
TB-2406,TU-BAG-10523,Tops,CA,,LANDFILL,2026-09-03T06:50:00.000Z,
TB-2407,TU-BAG-10524,Denim,,,LISTED_RESALE,2026-09-03T06:52:00.000Z,RS-21707
TB-2408,TU-BAG-10524,Accessories,OR,110,REPAIRED,2026-09-03T06:54:00.000Z,RP-21708
TB-2409,TU-BAG-10525,Tops,,208,LISTED_RESALE,2026-09-03T06:56:00.000Z,RS-21709
TB-2410,TU-BAG-10525,Accessories,WA,123,LISTED_RESALE,2026-09-03T06:58:00.000Z,RS-21710
TB-2411,TU-BAG-10526,Tops,CA,177,LISTED_RESALE,2026-09-03T07:00:00.000Z,RS-21711
TB-2412,TU-BAG-10526,Tops,CA,151,REPAIRED,2026-09-03T07:02:00.000Z,RP-21712
TB-2413,TU-BAG-10527,Denim,CA,719,REPAIRED,2026-09-03T07:04:00.000Z,RP-21713
TB-2414,TU-BAG-10527,Tops,CA,158,LISTED_RESALE,2026-09-03T07:06:00.000Z,RS-21714
TB-2415,TU-BAG-10528,Accessories,CA,137,REPAIRED,2026-09-03T07:08:00.000Z,RP-21715
TB-2416,TU-BAG-10528,Knitwear,CA,,LISTED_RESALE,2026-09-03T07:10:00.000Z,RS-21716
TB-2417,TU-BAG-10529,Tops,CA,210,LISTED_RESALE,2026-09-03T07:12:00.000Z,RS-21717
TB-2418,TU-BAG-10529,Tops,FL,,LISTED_RESALE,2026-09-03T07:14:00.000Z,RS-21718
TB-2419,TU-BAG-10530,Denim,CA,,LISTED_RESALE,2026-09-03T07:16:00.000Z,RS-21719
TB-2420,TU-BAG-10530,Tops,CA,154,REPAIRED,2026-09-03T07:18:00.000Z,RP-21720
TB-2421,TU-BAG-10531,Accessories,CA,120,LANDFILL,2026-09-03T07:20:00.000Z,
TB-2422,TU-BAG-10531,Knitwear,,281,LISTED_RESALE,2026-09-03T07:22:00.000Z,RS-21722
TB-2423,TU-BAG-10532,Knitwear,CA,409,REPAIRED,2026-09-03T07:24:00.000Z,RP-21723
TB-2424,TU-BAG-10532,Accessories,CA,98,DOWN_CYCLED_SHRED,2026-09-03T07:26:00.000Z,
TB-2425,TU-BAG-10533,Outerwear,CA,,REPAIRED,2026-09-03T07:28:00.000Z,RP-21725
TB-2426,TU-BAG-10533,Outerwear,AZ,832,REPAIRED,2026-09-03T07:30:00.000Z,RP-21726
TB-2427,TU-BAG-10534,Tops,,191,REPAIRED,2026-09-03T07:32:00.000Z,RP-21727
TB-2428,TU-BAG-10534,Outerwear,CA,971,LISTED_RESALE,2026-09-03T07:34:00.000Z,RS-21728
TB-2429,TU-BAG-10535,Outerwear,TX,867,REPAIRED,2026-09-03T07:36:00.000Z,RP-21729
TB-2430,TU-BAG-10535,Tops,CA,198,REPAIRED,2026-09-03T07:38:00.000Z,RP-21730
TB-2431,TU-BAG-10536,Denim,CA,605,REPAIRED,2026-09-03T07:40:00.000Z,RP-21731
TB-2432,TU-BAG-10536,Accessories,,142,LISTED_RESALE,2026-09-03T07:42:00.000Z,RS-21732
TB-2433,TU-BAG-10537,Accessories,TX,124,LISTED_RESALE,2026-09-03T07:44:00.000Z,RS-21733
TB-2434,TU-BAG-10537,Tops,CA,184,REPAIRED,2026-09-03T07:46:00.000Z,RP-21734
TB-2435,TU-BAG-10538,Denim,CA,732,LISTED_RESALE,2026-09-03T07:48:00.000Z,RS-21735
TB-2436,TU-BAG-10538,Outerwear,CA,839,LISTED_RESALE,2026-09-03T07:50:00.000Z,RS-21736
TB-2437,TU-BAG-10539,Knitwear,OR,,LISTED_RESALE,2026-09-03T07:52:00.000Z,RS-21737
TB-2438,TU-BAG-10539,Accessories,WA,120,LISTED_RESALE,2026-09-03T07:54:00.000Z,RS-21738
TB-2439,TU-BAG-10540,Accessories,NV,115,REPAIRED,2026-09-03T07:56:00.000Z,RP-21739
TB-2440,TU-BAG-10540,Outerwear,CA,933,REPAIRED,2026-09-03T07:58:00.000Z,RP-21740
TB-2441,TU-BAG-10541,Tops,CA,,LISTED_RESALE,2026-09-03T08:00:00.000Z,RS-21741
TB-2442,TU-BAG-10541,Tops,CA,,REPAIRED,2026-09-03T08:02:00.000Z,RP-21742
TB-2443,TU-BAG-10542,Tops,,168,REPAIRED,2026-09-03T08:04:00.000Z,RP-21743
TB-2444,TU-BAG-10542,Tops,AZ,181,REPAIRED,2026-09-03T08:06:00.000Z,RP-21744
TB-2445,TU-BAG-10543,Outerwear,,1045,LISTED_RESALE,2026-09-03T08:08:00.000Z,RS-21745
TB-2446,TU-BAG-10543,Tops,CO,197,LISTED_RESALE,2026-09-03T08:10:00.000Z,RS-21746
TB-2447,TU-BAG-10544,Knitwear,CA,339,REPAIRED,2026-09-03T08:12:00.000Z,RP-21747
TB-2448,TU-BAG-10544,Tops,CA,162,REPAIRED,2026-09-03T08:14:00.000Z,RP-21748
TB-2449,TU-BAG-10545,Denim,CA,707,UNVERIFIED_EXPORT,2026-09-03T08:16:00.000Z,
TB-2450,TU-BAG-10545,Tops,,168,REPAIRED,2026-09-03T08:18:00.000Z,RP-21750
TB-2451,TU-BAG-10546,Outerwear,CA,750,LISTED_RESALE,2026-09-03T08:20:00.000Z,RS-21751
TB-2452,TU-BAG-10546,Tops,CA,147,LISTED_RESALE,2026-09-03T08:22:00.000Z,RS-21752
TB-2453,TU-BAG-10547,Accessories,CA,105,REPAIRED,2026-09-03T08:24:00.000Z,RP-21753
TB-2454,TU-BAG-10547,Outerwear,CA,1025,LISTED_RESALE,2026-09-03T08:26:00.000Z,RS-21754
TB-2455,TU-BAG-10548,Outerwear,CA,,LISTED_RESALE,2026-09-03T08:28:00.000Z,RS-21755
TB-2456,TU-BAG-10548,Outerwear,CA,831,REPAIRED,2026-09-03T08:30:00.000Z,RP-21756
TB-2457,TU-BAG-10549,Knitwear,CA,,REPAIRED,2026-09-03T08:32:00.000Z,RP-21757
TB-2458,TU-BAG-10549,Knitwear,OR,404,LISTED_RESALE,2026-09-03T08:34:00.000Z,RS-21758
TB-2459,TU-BAG-10550,Outerwear,CA,1005,LISTED_RESALE,2026-09-03T08:36:00.000Z,RS-21759
TB-2460,TU-BAG-10550,Accessories,CO,,REPAIRED,2026-09-03T08:38:00.000Z,RP-21760
TB-2461,TU-BAG-10551,Accessories,,138,REPAIRED,2026-09-03T08:40:00.000Z,RP-21761
TB-2462,TU-BAG-10551,Accessories,,,LISTED_RESALE,2026-09-03T08:42:00.000Z,RS-21762
TB-2463,TU-BAG-10552,Denim,OR,667,REPAIRED,2026-09-03T08:44:00.000Z,RP-21763
TB-2464,TU-BAG-10552,Knitwear,CA,333,REPAIRED,2026-09-03T08:46:00.000Z,RP-21764
TB-2465,TU-BAG-10553,Outerwear,CA,,REPAIRED,2026-09-03T08:48:00.000Z,RP-21765
TB-2466,TU-BAG-10553,Knitwear,,317,LISTED_RESALE,2026-09-03T08:50:00.000Z,RS-21766
TB-2467,TU-BAG-10554,Outerwear,CA,772,LISTED_RESALE,2026-09-03T08:52:00.000Z,RS-21767
TB-2468,TU-BAG-10554,Knitwear,CA,288,DOWN_CYCLED_SHRED,2026-09-03T08:54:00.000Z,
TB-2469,TU-BAG-10555,Denim,,753,REPAIRED,2026-09-03T08:56:00.000Z,RP-21769
TB-2470,TU-BAG-10555,Outerwear,CA,915,LISTED_RESALE,2026-09-03T08:58:00.000Z,RS-21770
TB-2471,TU-BAG-10556,Accessories,CA,,REPAIRED,2026-09-03T09:00:00.000Z,RP-21771
TB-2472,TU-BAG-10556,Knitwear,CA,309,REPAIRED,2026-09-03T09:02:00.000Z,RP-21772
TB-2473,TU-BAG-10557,Accessories,,133,REPAIRED,2026-09-03T09:04:00.000Z,RP-21773
TB-2474,TU-BAG-10557,Denim,CA,764,DOWN_CYCLED_SHRED,2026-09-03T09:06:00.000Z,
TB-2475,TU-BAG-10558,Accessories,CA,,REPAIRED,2026-09-03T09:08:00.000Z,RP-21775
TB-2476,TU-BAG-10558,Outerwear,CA,1053,UNVERIFIED_EXPORT,2026-09-03T09:10:00.000Z,
TB-2477,TU-BAG-10559,Accessories,CO,105,LISTED_RESALE,2026-09-03T09:12:00.000Z,RS-21777
TB-2478,TU-BAG-10559,Knitwear,CA,,LISTED_RESALE,2026-09-03T09:14:00.000Z,RS-21778
TB-2479,TU-BAG-10560,Outerwear,CA,,DOWN_CYCLED_SHRED,2026-09-03T09:16:00.000Z,
TB-2480,TU-BAG-10560,Knitwear,CA,325,LISTED_RESALE,2026-09-03T09:18:00.000Z,RS-21780
TB-2481,TU-BAG-10561,Tops,CA,176,LISTED_RESALE,2026-09-03T09:20:00.000Z,RS-21781
TB-2482,TU-BAG-10561,Tops,CA,170,LANDFILL,2026-09-03T09:22:00.000Z,
TB-2483,TU-BAG-10562,Outerwear,CA,924,REPAIRED,2026-09-03T09:24:00.000Z,RP-21783
TB-2484,TU-BAG-10562,Outerwear,CA,,REPAIRED,2026-09-03T09:26:00.000Z,RP-21784
TB-2485,TU-BAG-10563,Denim,,765,REPAIRED,2026-09-03T09:28:00.000Z,RP-21785
TB-2486,TU-BAG-10563,Tops,CA,144,REPAIRED,2026-09-03T09:30:00.000Z,RP-21786
TB-2487,TU-BAG-10564,Knitwear,CA,396,LISTED_RESALE,2026-09-03T09:32:00.000Z,RS-21787
TB-2488,TU-BAG-10564,Accessories,CA,,REPAIRED,2026-09-03T09:34:00.000Z,RP-21788
TB-2489,TU-BAG-10565,Denim,CA,716,LANDFILL,2026-09-03T09:36:00.000Z,
TB-2490,TU-BAG-10565,Knitwear,CA,,REPAIRED,2026-09-03T09:38:00.000Z,RP-21790
TB-2491,TU-BAG-10566,Accessories,CA,113,LISTED_RESALE,2026-09-03T09:40:00.000Z,RS-21791
TB-2492,TU-BAG-10566,Knitwear,CA,417,REPAIRED,2026-09-03T09:42:00.000Z,RP-21792
TB-2493,TU-BAG-10567,Outerwear,CA,848,REPAIRED,2026-09-03T09:44:00.000Z,RP-21793
TB-2494,TU-BAG-10567,Accessories,NY,104,LISTED_RESALE,2026-09-03T09:46:00.000Z,RS-21794
TB-2495,TU-BAG-10568,Accessories,CA,134,REPAIRED,2026-09-03T09:48:00.000Z,RP-21795
TB-2496,TU-BAG-10568,Tops,CA,146,LISTED_RESALE,2026-09-03T09:50:00.000Z,RS-21796
TB-2497,TU-BAG-10569,Tops,WA,,UNVERIFIED_EXPORT,2026-09-03T09:52:00.000Z,
TB-2498,TU-BAG-10569,Denim,CA,646,DOWN_CYCLED_SHRED,2026-09-03T09:54:00.000Z,
TB-2499,TU-BAG-10570,Outerwear,CA,1027,LISTED_RESALE,2026-09-03T09:56:00.000Z,RS-21799
TB-2500,TU-BAG-10570,Knitwear,GA,317,REPAIRED,2026-09-03T09:58:00.000Z,RP-21800
TB-2501,TU-BAG-10571,Denim,IL,749,LISTED_RESALE,2026-09-03T10:00:00.000Z,RS-21801
TB-2502,TU-BAG-10571,Tops,,153,REPAIRED,2026-09-03T10:02:00.000Z,RP-21802
TB-2503,TU-BAG-10572,Knitwear,CA,290,LISTED_RESALE,2026-09-03T10:04:00.000Z,RS-21803
TB-2504,TU-BAG-10572,Accessories,GA,102,LISTED_RESALE,2026-09-03T10:06:00.000Z,RS-21804
TB-2505,TU-BAG-10573,Accessories,IL,109,REPAIRED,2026-09-03T10:08:00.000Z,RP-21805
TB-2506,TU-BAG-10573,Denim,CA,769,LISTED_RESALE,2026-09-03T10:10:00.000Z,RS-21806
TB-2507,TU-BAG-10574,Denim,OR,711,REPAIRED,2026-09-03T10:12:00.000Z,RP-21807
TB-2508,TU-BAG-10574,Outerwear,CA,724,UNVERIFIED_EXPORT,2026-09-03T10:14:00.000Z,
TB-2509,TU-BAG-10575,Knitwear,,,LISTED_RESALE,2026-09-03T10:16:00.000Z,RS-21809
TB-2510,TU-BAG-10575,Outerwear,CA,987,REPAIRED,2026-09-03T10:18:00.000Z,RP-21810
TB-2511,TU-BAG-10576,Tops,CA,197,REPAIRED,2026-09-03T10:20:00.000Z,RP-21811
TB-2512,TU-BAG-10576,Tops,CA,194,LISTED_RESALE,2026-09-03T10:22:00.000Z,RS-21812
TB-2513,TU-BAG-10577,Accessories,TX,119,REPAIRED,2026-09-03T10:24:00.000Z,RP-21813
TB-2514,TU-BAG-10577,Accessories,CA,133,LISTED_RESALE,2026-09-03T10:26:00.000Z,RS-21814
TB-2515,TU-BAG-10578,Accessories,CA,110,LISTED_RESALE,2026-09-03T10:28:00.000Z,RS-21815
TB-2516,TU-BAG-10578,Outerwear,CA,857,LISTED_RESALE,2026-09-03T10:30:00.000Z,RS-21816
TB-2517,TU-BAG-10579,Denim,,,REPAIRED,2026-09-03T10:32:00.000Z,RP-21817
TB-2518,TU-BAG-10579,Tops,CA,204,LISTED_RESALE,2026-09-03T10:34:00.000Z,RS-21818
TB-2519,TU-BAG-10580,Knitwear,,306,LISTED_RESALE,2026-09-03T10:36:00.000Z,RS-21819
TB-2520,TU-BAG-10580,Knitwear,CA,413,DOWN_CYCLED_SHRED,2026-09-03T10:38:00.000Z,
TB-2521,TU-BAG-10581,Denim,CA,671,REPAIRED,2026-09-03T10:40:00.000Z,RP-21821
TB-2522,TU-BAG-10581,Denim,CO,,LISTED_RESALE,2026-09-03T10:42:00.000Z,RS-21822
TB-2523,TU-BAG-10582,Denim,CA,678,LISTED_RESALE,2026-09-03T10:44:00.000Z,RS-21823
TB-2524,TU-BAG-10582,Outerwear,CA,1042,LISTED_RESALE,2026-09-03T10:46:00.000Z,RS-21824
TB-2525,TU-BAG-10583,Tops,CA,207,LANDFILL,2026-09-03T10:48:00.000Z,
TB-2526,TU-BAG-10583,Knitwear,CA,327,REPAIRED,2026-09-03T10:50:00.000Z,RP-21826
TB-2527,TU-BAG-10584,Knitwear,CA,,LISTED_RESALE,2026-09-03T10:52:00.000Z,RS-21827
TB-2528,TU-BAG-10584,Denim,CO,611,LISTED_RESALE,2026-09-03T10:54:00.000Z,RS-21828
TB-2529,TU-BAG-10585,Denim,CA,555,LISTED_RESALE,2026-09-03T10:56:00.000Z,RS-21829
TB-2530,TU-BAG-10585,Tops,CA,205,LANDFILL,2026-09-03T10:58:00.000Z,
TB-2531,TU-BAG-10586,Outerwear,CA,,UNVERIFIED_EXPORT,2026-09-03T11:00:00.000Z,
TB-2532,TU-BAG-10586,Outerwear,CA,981,REPAIRED,2026-09-03T11:02:00.000Z,RP-21832
TB-2533,TU-BAG-10587,Accessories,CA,137,UNVERIFIED_EXPORT,2026-09-03T11:04:00.000Z,
TB-2534,TU-BAG-10587,Tops,CA,,LISTED_RESALE,2026-09-03T11:06:00.000Z,RS-21834
TB-2535,TU-BAG-10588,Denim,,557,LISTED_RESALE,2026-09-03T11:08:00.000Z,RS-21835
TB-2536,TU-BAG-10588,Denim,TX,653,REPAIRED,2026-09-03T11:10:00.000Z,RP-21836
TB-2537,TU-BAG-10589,Denim,,,REPAIRED,2026-09-03T11:12:00.000Z,RP-21837
TB-2538,TU-BAG-10589,Denim,CA,676,REPAIRED,2026-09-03T11:14:00.000Z,RP-21838
TB-2539,TU-BAG-10590,Outerwear,CA,,REPAIRED,2026-09-03T11:16:00.000Z,RP-21839
TB-2540,TU-BAG-10590,Tops,CA,176,LISTED_RESALE,2026-09-03T11:18:00.000Z,RS-21840
